id,firstname,lastname,pos,birthdate,daysalive,season,seasonid,gameid,assists,goals,sumgoals,pim,shots,games,hits,ppg,ppp,gwg,otg,shg,shp,bs,pm,pts,team,opp,date,home,win
8446430,Marcel,Dionne,,1951-08-03,7372,19711972,1,1,0,0,0,2,4,1,0,0,0,0,0,0,0,0,-1,0,Detroit Red Wings,Minnesota North Stars,1971-10-09,True,False
8446430,Marcel,Dionne,,1951-08-03,7373,19711972,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,Detroit Red Wings,Chicago Blackhawks,1971-10-10,False,False
8446430,Marcel,Dionne,,1951-08-03,7379,19711972,1,3,0,1,1,0,2,1,0,0,0,0,0,0,0,0,-2,1,Detroit Red Wings,St. Louis Blues,1971-10-16,False,False
8446430,Marcel,Dionne,,1951-08-03,7380,19711972,1,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,-2,0,Detroit Red Wings,St. Louis Blues,1971-10-17,True,True
8446430,Marcel,Dionne,,1951-08-03,7383,19711972,1,5,0,1,2,0,3,1,0,1,1,0,0,0,0,0,0,1,Detroit Red Wings,Boston Bruins,1971-10-20,False,False
8446430,Marcel,Dionne,,1951-08-03,7385,19711972,1,6,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,Detroit Red Wings,Toronto Maple Leafs,1971-10-22,True,True
8446430,Marcel,Dionne,,1951-08-03,7387,19711972,1,7,1,1,3,0,5,1,0,1,2,0,0,0,0,0,-2,2,Detroit Red Wings,California Golden Seals,1971-10-24,True,False
8446430,Marcel,Dionne,,1951-08-03,7389,19711972,1,8,1,0,3,0,5,1,0,0,0,0,0,0,0,0,1,1,Detroit Red Wings,Chicago Blackhawks,1971-10-26,True,False
8446430,Marcel,Dionne,,1951-08-03,7390,19711972,1,9,0,0,3,0,1,1,0,0,0,0,0,0,0,0,-2,0,Detroit Red Wings,New York Rangers,1971-10-27,False,False
8446430,Marcel,Dionne,,1951-08-03,7393,19711972,1,10,0,0,3,0,1,1,0,0,0,0,0,0,0,0,-2,0,Detroit Red Wings,Montréal Canadiens,1971-10-30,False,False
8446430,Marcel,Dionne,,1951-08-03,7394,19711972,1,11,0,0,3,2,1,1,0,0,0,0,0,0,0,0,-1,0,Detroit Red Wings,Pittsburgh Penguins,1971-10-31,True,True
8446430,Marcel,Dionne,,1951-08-03,7395,19711972,1,12,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,Detroit Red Wings,Toronto Maple Leafs,1971-11-01,False,False
8446430,Marcel,Dionne,,1951-08-03,7398,19711972,1,13,2,0,3,0,1,1,0,0,2,0,0,0,0,0,0,2,Detroit Red Wings,Buffalo Sabres,1971-11-04,True,False
8446430,Marcel,Dionne,,1951-08-03,7400,19711972,1,14,0,0,3,0,3,1,0,0,0,0,0,0,0,0,1,0,Detroit Red Wings,Boston Bruins,1971-11-06,True,False
8446430,Marcel,Dionne,,1951-08-03,7401,19711972,1,15,0,1,4,0,1,1,0,0,0,0,0,0,0,0,1,1,Detroit Red Wings,Buffalo Sabres,1971-11-07,False,False
8446430,Marcel,Dionne,,1951-08-03,7404,19711972,1,16,0,0,4,0,2,1,0,0,0,0,0,0,0,0,-1,0,Detroit Red Wings,Minnesota North Stars,1971-11-10,False,True
8446430,Marcel,Dionne,,1951-08-03,7407,19711972,1,17,2,0,4,0,4,1,0,0,0,0,0,0,0,0,0,2,Detroit Red Wings,Philadelphia Flyers,1971-11-13,False,True
8446430,Marcel,Dionne,,1951-08-03,7410,19711972,1,18,1,0,4,2,3,1,0,0,0,0,0,0,0,0,1,1,Detroit Red Wings,St. Louis Blues,1971-11-16,False,False
8446430,Marcel,Dionne,,1951-08-03,7414,19711972,1,19,1,0,4,0,2,1,0,0,0,0,0,0,0,0,1,1,Detroit Red Wings,Los Angeles Kings,1971-11-20,False,False
8446430,Marcel,Dionne,,1951-08-03,7415,19711972,1,20,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,Detroit Red Wings,Vancouver Canucks,1971-11-21,False,False
8446430,Marcel,Dionne,,1951-08-03,7418,19711972,1,21,0,0,4,0,5,1,0,0,0,0,0,0,0,0,-2,0,Detroit Red Wings,California Golden Seals,1971-11-24,False,False
8446430,Marcel,Dionne,,1951-08-03,7421,19711972,1,22,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,Detroit Red Wings,New York Rangers,1971-11-27,True,True
8446430,Marcel,Dionne,,1951-08-03,7422,19711972,1,23,2,0,4,0,3,1,0,0,1,0,0,0,0,0,1,2,Detroit Red Wings,Montréal Canadiens,1971-11-28,True,True
8446430,Marcel,Dionne,,1951-08-03,7425,19711972,1,24,0,1,5,0,2,1,0,0,0,0,0,0,0,0,0,1,Detroit Red Wings,Pittsburgh Penguins,1971-12-01,False,False
8446430,Marcel,Dionne,,1951-08-03,7426,19711972,1,25,1,0,5,0,1,1,0,0,0,0,0,0,0,0,1,1,Detroit Red Wings,Philadelphia Flyers,1971-12-02,False,False
8446430,Marcel,Dionne,,1951-08-03,7428,19711972,1,26,1,0,5,0,9,1,0,0,0,0,0,0,0,0,1,1,Detroit Red Wings,Los Angeles Kings,1971-12-04,True,True
8446430,Marcel,Dionne,,1951-08-03,7429,19711972,1,27,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,Detroit Red Wings,St. Louis Blues,1971-12-05,True,False
8446430,Marcel,Dionne,,1951-08-03,7432,19711972,1,28,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,Detroit Red Wings,Montréal Canadiens,1971-12-08,False,False
